"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","GRADE","ENROLLMENT"
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",160
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",186
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",158
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",170
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",186
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",195
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",142
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",169
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",162
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",173
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",159
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",192
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",163
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",155
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",116
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",141
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",133
"2018-2019",18,"ANDREWS COUNTY",002901,"ANDREWS ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",124
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",16
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",12
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",45
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",27
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",45
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 1",36
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",29
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 2",51
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",39
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 3",42
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",45
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 4",43
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",46
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 5",38
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",48
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",45
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",46
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",33
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",44
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",41
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",45
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 9",30
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",25
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 10",29
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",28
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 11",38
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",30
"2018-2019",07,"ANGELINA COUNTY",003801,"PINEYWOODS COMMUNITY ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 12",26
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",107
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",96
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",118
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",109
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",105
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",113
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",100
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",96
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",111
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",121
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",103
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",110
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",126
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",122
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",111
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",115
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",116
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",116
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",114
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",116
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",116
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",98
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",102
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",98
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",115
"2018-2019",07,"ANGELINA COUNTY",003902,"HUDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",93
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",305
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",298
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",269
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",278
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",275
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",331
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",261
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",255
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",274
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",277
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",262
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",275
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",284
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",302
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",281
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",333
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",273
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",283
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",279
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",270
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",289
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",336
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",256
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",274
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",258
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",278
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",-999
"2018-2019",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",-999
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",59
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",63
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",54
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",46
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",55
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",61
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",64
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",55
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",42
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",73
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",53
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",76
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",71
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",62
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",82
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",63
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",50
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",69
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",64
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",86
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",59
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",63
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",64
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",65
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",59
"2018-2019",07,"ANGELINA COUNTY",003904,"HUNTINGTON ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",70
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",85
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",80
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",71
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",69
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",59
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",61
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",56
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",59
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",69
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",58
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",62
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",85
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",67
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",80
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",65
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",78
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",68
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",71
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",76
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",62
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",-999
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",63
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",72
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",58
"2018-2019",07,"ANGELINA COUNTY",003905,"DIBOLL ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",56
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",11
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",10
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",6
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",12
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",6
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",20
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",9
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",16
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",15
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",13
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",15
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",15
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",12
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",10
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",13
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",17
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",10
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",14
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",9
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",11
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",11
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",15
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",20
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",17
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",17
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",12
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",11
"2018-2019",07,"ANGELINA COUNTY",003906,"ZAVALLA ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",13
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",52
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",57
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",55
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",62
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",53
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",76
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",52
"2018-2019",07,"ANGELINA COUNTY",003907,"CENTRAL ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",53
