"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Gender Name","Enrollment by Gender"
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"ALICE H S",125901001,"Female",663
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"ALICE H S",125901001,"Male",697
"2015-2016",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"ALICE JOHNSON J H",101905041,"Female",509
"2015-2016",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"ALICE JOHNSON J H",101905041,"Male",585
"2015-2016",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"ALICE PONDER EL",220908101,"Female",278
"2015-2016",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"ALICE PONDER EL",220908101,"Male",267
"2015-2016",19,"EL PASO COUNTY","YSLETA ISD",071905,"ALICIA R CHACON",071905138,"Female",399
"2015-2016",19,"EL PASO COUNTY","YSLETA ISD",071905,"ALICIA R CHACON",071905138,"Male",379
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF EARLY COLLEGE H S",101903012,"Female",274
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF EARLY COLLEGE H S",101903012,"Male",158
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF ISD J J A E P",101903047,"Female",-9999999
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF ISD J J A E P",101903047,"Male",6
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (6-12)",101903005,"Female",43
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (6-12)",101903005,"Male",119
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (K-6)",101903205,"Female",8
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (K-6)",101903205,"Male",41
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF MIDDLE",101903041,"Female",458
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF MIDDLE",101903041,"Male",509
"2015-2016",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",101815101,"Female",162
"2015-2016",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",101815101,"Male",132
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"ALKEK EL",010902101,"Female",260
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"ALKEK EL",010902101,"Male",290
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALLEN & WILLIAM ARNOLD EL",108909130,"Female",337
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALLEN & WILLIAM ARNOLD EL",108909130,"Male",317
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"ALLEN EL",178904101,"Female",174
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"ALLEN EL",043905129,"Female",313
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALLEN EL",015915106,"Female",265
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"ALLEN EL",178904101,"Male",183
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"ALLEN EL",043905129,"Male",278
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALLEN EL",015915106,"Male",333
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALLEN H S",043901001,"Female",2339
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALLEN H S",043901001,"Male",2407
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"ALLIENE MULLENDORE EL",220902105,"Female",208
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"ALLIENE MULLENDORE EL",220902105,"Male",218
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALLISON EL",227901101,"Female",267
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALLISON EL",227901101,"Male",278
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"ALLISON STEELE ENHANCED LEARNING C",094902002,"Female",40
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"ALLISON STEELE ENHANCED LEARNING C",094902002,"Male",58
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ALMEDA EL",101912104,"Female",394
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ALMEDA EL",101912104,"Male",455
"2015-2016",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"ALOE EL",235902101,"Female",253
"2015-2016",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"ALOE EL",235902101,"Male",261
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALONSO S PERALES EL",015905106,"Female",256
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALONSO S PERALES EL",015905106,"Male",271
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"ALPHA",170906012,"Female",46
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"ALPHA",170906012,"Male",42
"2015-2016",10,"DALLAS COUNTY","ALPHA CHARTER SCHOOL",057832,"ALPHA CHARTER SCHOOL",057832001,"Female",68
"2015-2016",10,"DALLAS COUNTY","ALPHA CHARTER SCHOOL",057832,"ALPHA CHARTER SCHOOL",057832001,"Male",64
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE EL",022901101,"Female",208
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE EL",022901101,"Male",257
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE H S",022901001,"Female",138
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE H S",022901001,"Male",154
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE MIDDLE",022901041,"Female",150
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE MIDDLE",022901041,"Male",175
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"ALTA LOMA EL",226903101,"Female",150
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"ALTA LOMA EL",226903101,"Male",176
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"ALTA VISTA EL",161914101,"Female",289
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"ALTA VISTA EL",071902102,"Female",182
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"ALTA VISTA EL",161914101,"Male",270
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"ALTA VISTA EL",071902102,"Male",190
"2015-2016",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"ALTAMIRA ACADEMY",227803103,"Female",127
"2015-2016",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"ALTAMIRA ACADEMY",227803103,"Male",154
"2015-2016",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"ALTER DISCIPLINE CAMPUS",220918003,"Female",9
"2015-2016",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"ALTER DISCIPLINE CAMPUS",220918003,"Male",18
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"ALTER ED CTR",068901004,"Female",16
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"ALTER ED CTR",068901004,"Male",46
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"ALTER ED PROG",220916004,"Female",12
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"ALTER ED PROG",220916004,"Male",20
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER H S",015910012,"Female",33
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER H S",015910012,"Male",58
"2015-2016",11,"JOHNSON COUNTY","KEENE ISD",126906,"ALTER LEARNING CTR",126906002,"Female",-9999999
"2015-2016",11,"JOHNSON COUNTY","KEENE ISD",126906,"ALTER LEARNING CTR",126906002,"Male",5
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER MIDDLE",015910053,"Female",7
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER MIDDLE",015910053,"Male",28
"2015-2016",05,"JEFFERSON COUNTY","PORT NECHES-GROVES ISD",123908,"ALTER SCH",123908002,"Female",-9999999
"2015-2016",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"ALTER SCH",086901002,"Female",9
"2015-2016",20,"BEXAR COUNTY","JUDSON ISD",015916,"ALTER SCH",015916005,"Female",26
"2015-2016",05,"JEFFERSON COUNTY","PORT NECHES-GROVES ISD",123908,"ALTER SCH",123908002,"Male",5
"2015-2016",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"ALTER SCH",086901002,"Male",14
"2015-2016",20,"BEXAR COUNTY","JUDSON ISD",015916,"ALTER SCH",015916005,"Male",51
"2015-2016",07,"WOOD COUNTY","ALBA-GOLDEN ISD",250906,"ALTER SCHOOL",250906002,"Female",-9999999
"2015-2016",07,"WOOD COUNTY","ALBA-GOLDEN ISD",250906,"ALTER SCHOOL",250906002,"Male",-9999999
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALTERNATIVE CENTER",015905042,"Female",22
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALTERNATIVE CENTER",015905042,"Male",31
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTERNATIVE EL",015910160,"Male",8
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE H S",015915008,"Female",35
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE H S",015915008,"Male",105
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"ALTERNATIVE LEARNING CENTER",079901004,"Female",19
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALTERNATIVE LEARNING CENTER",227901012,"Female",22
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"ALTERNATIVE LEARNING CENTER",079901004,"Male",41
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALTERNATIVE LEARNING CENTER",227901012,"Male",94
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE NORTH",015915062,"Female",-9999999
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE NORTH",015915062,"Male",11
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE SOUTH",015915061,"Female",-9999999
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE SOUTH",015915061,"Male",11
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"ALTERNATIVE SCHOOL",036902005,"Female",5
"2015-2016",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"ALTERNATIVE SCHOOL",015908039,"Female",7
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"ALTERNATIVE SCHOOL",036902005,"Male",8
"2015-2016",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"ALTERNATIVE SCHOOL",015908039,"Male",17
"2015-2016",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"ALTO BONITO EL",214901110,"Female",291
"2015-2016",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"ALTO BONITO EL",214901110,"Male",328
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO EL",037901101,"Female",124
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO EL",037901101,"Male",140
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO H S",037901001,"Female",94
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO H S",037901001,"Male",103
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO MIDDLE",037901041,"Female",92
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO MIDDLE",037901041,"Male",91
"2015-2016",06,"BRAZOS COUNTY","BRYAN ISD",021902,"ALTON BOWEN EL",021902117,"Female",220
"2015-2016",06,"BRAZOS COUNTY","BRYAN ISD",021902,"ALTON BOWEN EL",021902117,"Male",175
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALTON BOYD EL",043901102,"Female",345
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALTON BOYD EL",043901102,"Male",340
"2015-2016",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON EL",108908107,"Female",248
"2015-2016",06,"WASHINGTON COUNTY","BRENHAM ISD",239901,"ALTON EL",239901101,"Female",303
"2015-2016",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON EL",108908107,"Male",255
"2015-2016",06,"WASHINGTON COUNTY","BRENHAM ISD",239901,"ALTON EL",239901101,"Male",310
"2015-2016",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON MEMORIAL J H",108908043,"Female",430
"2015-2016",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON MEMORIAL J H",108908043,"Male",481
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-NORTH",126901102,"Female",175
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-NORTH",126901102,"Male",229
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-SOUTH",126901101,"Female",180
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-SOUTH",126901101,"Male",220
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO H S",126901001,"Female",467
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO H S",126901001,"Male",579
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO INT",126901104,"Female",387
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO INT",126901104,"Male",450
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO J H",126901041,"Female",245
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO J H",126901041,"Male",294
"2015-2016",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"ALVAREZ EL",108906101,"Female",264
"2015-2016",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"ALVAREZ EL",108906101,"Male",270
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN EL",020901101,"Female",241
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN EL",020901101,"Male",289
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN H S",020901001,"Female",1316
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN H S",020901001,"Male",1330
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN J H",020901041,"Female",417
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN J H",020901041,"Male",431
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN PRI",020901102,"Female",304
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN PRI",020901102,"Male",340
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALVIS C STORY EL",043901105,"Female",272
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALVIS C STORY EL",043901105,"Male",255
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD EL",249901101,"Female",158
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD EL",249901101,"Male",171
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD H S",249901001,"Female",98
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD H S",249901001,"Male",119
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD MIDDLE",249901041,"Female",79
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD MIDDLE",249901041,"Male",88
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"AMADOR R RODRIGUEZ JUVENILE BOOT C",031912005,"Male",25
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"AMANDA GARZA-PENA EL",108909118,"Female",303
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"AMANDA GARZA-PENA EL",108909118,"Male",359
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMANDA ROCHELL EL",199901103,"Female",264
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMANDA ROCHELL EL",199901103,"Male",299
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO AREA CTR FOR ADVANCED LRN",188901003,"Female",7
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO AREA CTR FOR ADVANCED LRN",188901003,"Male",11
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO H S",188901001,"Female",1053
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO H S",188901001,"Male",1087
"2015-2016",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"AMBASSADORS PREPARATORY ACADEMY",084804101,"Female",154
"2015-2016",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"AMBASSADORS PREPARATORY ACADEMY",084804101,"Male",138
"2015-2016",10,"DALLAS COUNTY","DESOTO ISD",057906,"AMBER TERRACE DISCOVERY & DESIGN E",057906110,"Female",215
"2015-2016",10,"DALLAS COUNTY","DESOTO ISD",057906,"AMBER TERRACE DISCOVERY & DESIGN E",057906110,"Male",233
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"AMELIA EARHART LEARNING CENTER",057905140,"Female",92
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"AMELIA EARHART LEARNING CENTER",057905140,"Male",89
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"AMELIA EL",123910101,"Female",381
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"AMELIA EL",123910101,"Male",385
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"AMERICAS H S",071909004,"Female",1143
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"AMERICAS H S",071909004,"Male",1212
"2015-2016",17,"LAMB COUNTY","AMHERST ISD",140901,"AMHERST SCHOOL",140901001,"Female",68
"2015-2016",17,"LAMB COUNTY","AMHERST ISD",140901,"AMHERST SCHOOL",140901001,"Male",84
"2015-2016",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"AMI KIDS RIO GRANDE VALLEY (FKA RG",031906003,"Male",19
"2015-2016",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE C",101819001,"Female",269
"2015-2016",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE C",101819001,"Male",258
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"AMOS EL",220901124,"Female",275
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"AMOS EL",220901124,"Male",334
"2015-2016",01,"WEBB COUNTY","UNITED ISD",240903,"AMPARO GUTIERREZ EL",240903114,"Female",281
"2015-2016",01,"WEBB COUNTY","UNITED ISD",240903,"AMPARO GUTIERREZ EL",240903114,"Male",286
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMY PARKS-HEATH EL",199901106,"Female",420
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMY PARKS-HEATH EL",199901106,"Male",409
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC EL",036901101,"Female",309
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC EL",036901101,"Male",346
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC H S",036901001,"Female",185
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC H S",036901001,"Male",180
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC MIDDLE",036901041,"Female",142
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"ANAHUAC MIDDLE",036901041,"Male",135
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"ANDERSON ACADEMY",101902101,"Female",374
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"ANDERSON ACADEMY",101902101,"Male",318
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ANDERSON EL",101912105,"Female",383
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"ANDERSON EL",101919109,"Female",286
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"ANDERSON EL",170902101,"Female",362
"2015-2016",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"ANDERSON EL",003903120,"Female",140
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"ANDERSON EL",043905105,"Female",337
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"ANDERSON EL",220901160,"Female",337
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ANDERSON EL",101912105,"Male",378
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"ANDERSON EL",101919109,"Male",307
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"ANDERSON EL",170902101,"Male",319
"2015-2016",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"ANDERSON EL",003903120,"Male",159
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"ANDERSON EL",043905105,"Male",367
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"ANDERSON EL",220901160,"Male",380
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ANDERSON H S",227901009,"Female",1144
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ANDERSON H S",227901009,"Male",1126
"2015-2016",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"ANDERSON MILL EL",246909109,"Female",240
"2015-2016",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"ANDERSON MILL EL",246909109,"Male",275
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"ANDERSON-SHIRO EL",093901101,"Female",183
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"ANDERSON-SHIRO EL",093901101,"Male",196
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"ANDERSON-SHIRO JR/SR H S",093901001,"Female",223
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"ANDERSON-SHIRO JR/SR H S",093901001,"Male",238
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"ANDRE EL",101907146,"Female",570
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"ANDRE EL",101907146,"Male",596
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"ANDRESS H S",071902001,"Female",812
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"ANDRESS H S",071902001,"Male",901
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"ANDREW JACKSON MIDDLE",057910045,"Female",526
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"ANDREW JACKSON MIDDLE",057910045,"Male",620
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS EDUCATION CENTER",002901002,"Female",19
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS EDUCATION CENTER",002901002,"Male",13
"2015-2016",02,"SAN PATRICIO COUNTY","GREGORY-PORTLAND ISD",205902,"ANDREWS EL",205902104,"Female",224
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"ANDREWS EL",043910140,"Female",316
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ANDREWS EL",227901102,"Female",297
"2015-2016",02,"SAN PATRICIO COUNTY","GREGORY-PORTLAND ISD",205902,"ANDREWS EL",205902104,"Male",228
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"ANDREWS EL",043910140,"Male",334
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ANDREWS EL",227901102,"Male",297
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS H S",002901001,"Female",508
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS H S",002901001,"Male",509
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS MIDDLE",002901041,"Female",442
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"ANDREWS MIDDLE",002901041,"Male",479
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"ANDY DEKANEY H S",101919003,"Female",1294
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"ANDY DEKANEY H S",101919003,"Male",1534
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"ANGELA GERUSA LEAL EL",031912117,"Female",255
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"ANGELA GERUSA LEAL EL",031912117,"Male",258
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"ANGLETON H S",020902001,"Female",946
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"ANGLETON H S",020902001,"Male",1019
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"ANGLETON J H SCHOOL",020902044,"Female",740
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"ANGLETON J H SCHOOL",020902044,"Male",750
"2015-2016",10,"ROCKWALL COUNTY","ROYSE CITY ISD",199902,"ANITA SCOTT EL",199902104,"Female",225
"2015-2016",10,"ROCKWALL COUNTY","ROYSE CITY ISD",199902,"ANITA SCOTT EL",199902104,"Male",270
"2015-2016",11,"JOHNSON COUNTY","BURLESON ISD",126902,"ANN BROCK EL AT OAK GROVE",126902110,"Female",324
"2015-2016",11,"JOHNSON COUNTY","BURLESON ISD",126902,"ANN BROCK EL AT OAK GROVE",126902110,"Male",373
