"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Gender Name","Enrollment by Gender"
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"ALDERSON EL",152901194,"ELEMENTARY","Male",285
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE H S",101902001,"HIGH SCHOOL","Female",1136
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE H S",101902001,"HIGH SCHOOL","Male",1327
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE J J A E P",101902099,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE MIDDLE",101902041,"JUNIOR HIGH SCHOOL","Female",437
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE MIDDLE",101902041,"JUNIOR HIGH SCHOOL","Male",474
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE NINTH GRADE SCHOOL",101902081,"HIGH SCHOOL","Female",399
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"ALDINE NINTH GRADE SCHOOL",101902081,"HIGH SCHOOL","Male",441
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"ALDRIDGE EL",043910106,"ELEMENTARY","Female",310
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"ALDRIDGE EL",043910106,"ELEMENTARY","Male",305
"2017-2018",11,"PARKER COUNTY","ALEDO ISD",184907,"ALEDO H S",184907001,"HIGH SCHOOL","Female",611
"2017-2018",11,"PARKER COUNTY","ALEDO ISD",184907,"ALEDO H S",184907001,"HIGH SCHOOL","Male",663
"2017-2018",11,"PARKER COUNTY","ALEDO ISD",184907,"ALEDO MIDDLE",184907041,"JUNIOR HIGH SCHOOL","Female",422
"2017-2018",11,"PARKER COUNTY","ALEDO ISD",184907,"ALEDO MIDDLE",184907041,"JUNIOR HIGH SCHOOL","Male",460
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX SANGER EL",057905206,"ELEMENTARY","Female",242
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX SANGER EL",057905206,"ELEMENTARY","Male",264
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX SANGER PREPARATORY MIDDLE",057905355,"MIDDLE SCHOOL","Female",87
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX SANGER PREPARATORY MIDDLE",057905355,"MIDDLE SCHOOL","Male",93
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX W SPENCE TALENTED/GIFTED ACAD",057905058,"MIDDLE SCHOOL","Female",344
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"ALEX W SPENCE TALENTED/GIFTED ACAD",057905058,"MIDDLE SCHOOL","Male",391
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALEXANDER EL",101903114,"ELEMENTARY","Female",393
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALEXANDER EL",101903114,"ELEMENTARY","Male",412
"2017-2018",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"ALEXANDER MIDDLE",020908115,"MIDDLE SCHOOL","Female",382
"2017-2018",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"ALEXANDER MIDDLE",020908115,"MIDDLE SCHOOL","Male",424
"2017-2018",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"ALFONSO BORREGO SR EL",071904104,"ELEMENTARY","Female",239
"2017-2018",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"ALFONSO BORREGO SR EL",071904104,"ELEMENTARY","Male",240
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"ALFONSO RAMIREZ EL",108904129,"ELEMENTARY","Female",276
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"ALFONSO RAMIREZ EL",108904129,"ELEMENTARY","Male",282
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALFRED SORENSEN EL",108909112,"ELEMENTARY","Female",316
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALFRED SORENSEN EL",108909112,"ELEMENTARY","Male",370
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"ALICE CARLSON APPLIED LRN CTR",220905101,"ELEMENTARY","Female",198
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"ALICE CARLSON APPLIED LRN CTR",220905101,"ELEMENTARY","Male",195
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"ALICE D CONTRERAS",220905220,"ELEMENTARY","Female",352
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"ALICE D CONTRERAS",220905220,"ELEMENTARY","Male",316
"2017-2018",02,"JIM WELLS COUNTY","ALICE ISD",125901,"ALICE H S",125901001,"HIGH SCHOOL","Female",638
"2017-2018",02,"JIM WELLS COUNTY","ALICE ISD",125901,"ALICE H S",125901001,"HIGH SCHOOL","Male",676
"2017-2018",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"ALICE JOHNSON J H",101905041,"MIDDLE SCHOOL","Female",550
"2017-2018",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"ALICE JOHNSON J H",101905041,"MIDDLE SCHOOL","Male",622
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"ALICE PONDER EL",220908101,"ELEMENTARY","Female",323
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"ALICE PONDER EL",220908101,"ELEMENTARY","Male",324
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"ALICE W DOUSE EL",014906140,"ELEMENTARY","Female",406
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"ALICE W DOUSE EL",014906140,"ELEMENTARY","Male",460
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"ALICIA R CHACON",071905138,"ELEMENTARY","Female",409
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"ALICIA R CHACON",071905138,"ELEMENTARY","Male",368
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF EARLY COLLEGE H S",101903012,"HIGH SCHOOL","Female",263
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF EARLY COLLEGE H S",101903012,"HIGH SCHOOL","Male",139
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF ISD J J A E P",101903047,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF ISD J J A E P",101903047,"ELEMENTARY / SECONDARY","Male",6
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (6-12)",101903005,"ELEMENTARY / SECONDARY","Female",31
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (6-12)",101903005,"ELEMENTARY / SECONDARY","Male",57
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (K-6)",101903205,"ELEMENTARY","Female",-9999999
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF LEARNING CTR (K-6)",101903205,"ELEMENTARY","Male",21
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF MIDDLE",101903041,"MIDDLE SCHOOL","Female",429
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"ALIEF MIDDLE",101903041,"MIDDLE SCHOOL","Male",537
"2017-2018",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",101815101,"ELEMENTARY","Female",152
"2017-2018",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",101815101,"ELEMENTARY","Male",133
"2017-2018",20,"BANDERA COUNTY","BANDERA ISD",010902,"ALKEK EL",010902101,"ELEMENTARY","Female",280
"2017-2018",20,"BANDERA COUNTY","BANDERA ISD",010902,"ALKEK EL",010902101,"ELEMENTARY","Male",311
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALLEN & WILLIAM ARNOLD EL",108909130,"ELEMENTARY","Female",322
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"ALLEN & WILLIAM ARNOLD EL",108909130,"ELEMENTARY","Male",319
"2017-2018",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"ALLEN EL",178904101,"ELEMENTARY","Female",162
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"ALLEN EL",043905129,"ELEMENTARY","Female",325
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALLEN EL",015915106,"ELEMENTARY","Female",271
"2017-2018",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"ALLEN EL",178904101,"ELEMENTARY","Male",187
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"ALLEN EL",043905129,"ELEMENTARY","Male",305
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALLEN EL",015915106,"ELEMENTARY","Male",313
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALLEN H S",043901001,"HIGH SCHOOL","Female",2386
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALLEN H S",043901001,"HIGH SCHOOL","Male",2499
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"ALLIENE MULLENDORE EL",220902105,"ELEMENTARY","Female",169
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"ALLIENE MULLENDORE EL",220902105,"ELEMENTARY","Male",190
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALLISON EL",227901101,"ELEMENTARY","Female",228
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALLISON EL",227901101,"ELEMENTARY","Male",251
"2017-2018",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"ALLISON L STEELE E L C",094902002,"HIGH SCHOOL","Female",44
"2017-2018",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"ALLISON L STEELE E L C",094902002,"HIGH SCHOOL","Male",38
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"ALMA BREWER STRAWN EL",028902106,"ELEMENTARY","Female",225
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"ALMA BREWER STRAWN EL",028902106,"ELEMENTARY","Male",278
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ALMEDA EL",101912104,"ELEMENTARY","Female",417
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ALMEDA EL",101912104,"ELEMENTARY","Male",435
"2017-2018",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"ALOE EL",235902101,"ELEMENTARY","Female",231
"2017-2018",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"ALOE EL",235902101,"ELEMENTARY","Male",261
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALONSO S PERALES EL",015905106,"ELEMENTARY","Female",242
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALONSO S PERALES EL",015905106,"ELEMENTARY","Male",232
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"ALPHA",170906012,"HIGH SCHOOL","Female",52
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"ALPHA",170906012,"HIGH SCHOOL","Male",49
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE EL",022901101,"ELEMENTARY","Female",192
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE EL",022901101,"ELEMENTARY","Male",257
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE H S",022901001,"HIGH SCHOOL","Female",151
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE H S",022901001,"HIGH SCHOOL","Male",163
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE MIDDLE",022901041,"MIDDLE SCHOOL","Female",155
"2017-2018",18,"BREWSTER COUNTY","ALPINE ISD",022901,"ALPINE MIDDLE",022901041,"MIDDLE SCHOOL","Male",176
"2017-2018",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"ALTA LOMA EL",226903101,"ELEMENTARY","Female",148
"2017-2018",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"ALTA LOMA EL",226903101,"ELEMENTARY","Male",187
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"ALTA VISTA EL",161914101,"ELEMENTARY","Female",275
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"ALTA VISTA EL",071902102,"ELEMENTARY","Female",151
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"ALTA VISTA EL",161914101,"ELEMENTARY","Male",223
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"ALTA VISTA EL",071902102,"ELEMENTARY","Male",167
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"ALTAMIRA ACADEMY",227803103,"ELEMENTARY","Female",222
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"ALTAMIRA ACADEMY",227803103,"ELEMENTARY","Male",237
"2017-2018",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"ALTER DISCIPLINE CAMPUS",220918003,"ELEMENTARY / SECONDARY","Female",17
"2017-2018",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"ALTER DISCIPLINE CAMPUS",220918003,"ELEMENTARY / SECONDARY","Male",28
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"ALTER ED CTR",068901004,"ELEMENTARY / SECONDARY","Female",39
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"ALTER ED CTR",068901004,"ELEMENTARY / SECONDARY","Male",78
"2017-2018",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"ALTER ED PROG",220916004,"ELEMENTARY / SECONDARY","Female",15
"2017-2018",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"ALTER ED PROG",160901002,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"ALTER ED PROG",220916004,"ELEMENTARY / SECONDARY","Male",34
"2017-2018",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"ALTER ED PROG",160901002,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER H S",015910012,"HIGH SCHOOL","Female",45
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER H S",015910012,"HIGH SCHOOL","Male",91
"2017-2018",11,"JOHNSON COUNTY","KEENE ISD",126906,"ALTER LEARNING CTR",126906002,"HIGH SCHOOL","Female",-9999999
"2017-2018",11,"JOHNSON COUNTY","KEENE ISD",126906,"ALTER LEARNING CTR",126906002,"HIGH SCHOOL","Male",5
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER MIDDLE",015910053,"MIDDLE SCHOOL","Female",20
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTER MIDDLE",015910053,"MIDDLE SCHOOL","Male",28
"2017-2018",05,"JEFFERSON COUNTY","PORT NECHES-GROVES ISD",123908,"ALTER SCH",123908002,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"ALTER SCH",086901002,"HIGH SCHOOL","Female",8
"2017-2018",05,"JEFFERSON COUNTY","PORT NECHES-GROVES ISD",123908,"ALTER SCH",123908002,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"ALTER SCH",086901002,"HIGH SCHOOL","Male",18
"2017-2018",07,"WOOD COUNTY","ALBA-GOLDEN ISD",250906,"ALTER SCHOOL",250906002,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALTERNATIVE CENTER",015905042,"ELEMENTARY / SECONDARY","Female",15
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"ALTERNATIVE CENTER",015905042,"ELEMENTARY / SECONDARY","Male",16
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"ALTERNATIVE EL",015910160,"ELEMENTARY","Male",5
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE H S",015915008,"HIGH SCHOOL","Female",34
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE H S",015915008,"HIGH SCHOOL","Male",94
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"ALTERNATIVE LEARNING CENTER",079901004,"ELEMENTARY / SECONDARY","Female",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALTERNATIVE LEARNING CENTER",227901012,"ELEMENTARY / SECONDARY","Female",27
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"ALTERNATIVE LEARNING CENTER",079901004,"ELEMENTARY / SECONDARY","Male",27
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ALTERNATIVE LEARNING CENTER",227901012,"ELEMENTARY / SECONDARY","Male",74
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE",015915062,"ELEMENTARY","Female",12
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"ALTERNATIVE MIDDLE",015915062,"ELEMENTARY","Male",27
"2017-2018",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"ALTERNATIVE SCHOOL",036902005,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"ALTERNATIVE SCHOOL",036902005,"ELEMENTARY / SECONDARY","Male",10
"2017-2018",20,"WILSON COUNTY","STOCKDALE ISD",247906,"ALTERNATIVE SCHOOL",247906002,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"ALTO BONITO EL",214901110,"ELEMENTARY","Female",273
"2017-2018",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"ALTO BONITO EL",214901110,"ELEMENTARY","Male",297
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO EL",037901101,"ELEMENTARY","Female",118
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO EL",037901101,"ELEMENTARY","Male",160
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO H S",037901001,"HIGH SCHOOL","Female",87
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO H S",037901001,"HIGH SCHOOL","Male",114
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO MIDDLE",037901041,"MIDDLE SCHOOL","Female",107
"2017-2018",07,"CHEROKEE COUNTY","ALTO ISD",037901,"ALTO MIDDLE",037901041,"MIDDLE SCHOOL","Male",85
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"ALTON BOWEN EL",021902117,"ELEMENTARY","Female",204
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"ALTON BOWEN EL",021902117,"ELEMENTARY","Male",191
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALTON BOYD EL",043901102,"ELEMENTARY","Female",336
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALTON BOYD EL",043901102,"ELEMENTARY","Male",324
"2017-2018",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON EL",108908107,"ELEMENTARY","Female",230
"2017-2018",06,"WASHINGTON COUNTY","BRENHAM ISD",239901,"ALTON EL",239901101,"ELEMENTARY","Female",229
"2017-2018",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON EL",108908107,"ELEMENTARY","Male",231
"2017-2018",06,"WASHINGTON COUNTY","BRENHAM ISD",239901,"ALTON EL",239901101,"ELEMENTARY","Male",245
"2017-2018",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON MEMORIAL J H",108908043,"MIDDLE SCHOOL","Female",443
"2017-2018",01,"HIDALGO COUNTY","MISSION CISD",108908,"ALTON MEMORIAL J H",108908043,"MIDDLE SCHOOL","Male",480
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-NORTH",126901102,"ELEMENTARY","Female",177
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-NORTH",126901102,"ELEMENTARY","Male",195
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-SOUTH",126901101,"ELEMENTARY","Female",174
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO EL-SOUTH",126901101,"ELEMENTARY","Male",209
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO H S",126901001,"HIGH SCHOOL","Female",501
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO H S",126901001,"HIGH SCHOOL","Male",606
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO INT",126901104,"ELEMENTARY","Female",411
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO INT",126901104,"ELEMENTARY","Male",461
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO J H",126901041,"JUNIOR HIGH SCHOOL","Female",294
"2017-2018",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"ALVARADO J H",126901041,"JUNIOR HIGH SCHOOL","Male",320
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"ALVAREZ EL",108906101,"ELEMENTARY","Female",200
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"ALVAREZ EL",108906101,"ELEMENTARY","Male",236
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN EL",020901101,"ELEMENTARY","Female",242
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN EL",020901101,"ELEMENTARY","Male",281
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN H S",020901001,"HIGH SCHOOL","Female",1347
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN H S",020901001,"HIGH SCHOOL","Male",1419
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN J H",020901041,"MIDDLE SCHOOL","Female",406
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN J H",020901041,"MIDDLE SCHOOL","Male",441
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN PRI",020901102,"ELEMENTARY","Female",265
"2017-2018",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"ALVIN PRI",020901102,"ELEMENTARY","Male",323
"2017-2018",07,"SMITH COUNTY","TYLER ISD",212905,"ALVIN V ANDERSON RISE ACADEMY",212905010,"HIGH SCHOOL","Female",69
"2017-2018",07,"SMITH COUNTY","TYLER ISD",212905,"ALVIN V ANDERSON RISE ACADEMY",212905010,"HIGH SCHOOL","Male",98
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALVIS C STORY EL",043901105,"ELEMENTARY","Female",273
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"ALVIS C STORY EL",043901105,"ELEMENTARY","Male",252
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD EL",249901101,"ELEMENTARY","Female",151
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD EL",249901101,"ELEMENTARY","Male",174
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD H S",249901001,"HIGH SCHOOL","Female",100
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD H S",249901001,"HIGH SCHOOL","Male",112
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD MIDDLE",249901041,"MIDDLE SCHOOL","Female",87
"2017-2018",11,"WISE COUNTY","ALVORD ISD",249901,"ALVORD MIDDLE",249901041,"MIDDLE SCHOOL","Male",85
"2017-2018",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"AMADOR R RODRIGUEZ JUVENILE BOOT C",031912005,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"AMADOR R RODRIGUEZ JUVENILE BOOT C",031912005,"ELEMENTARY / SECONDARY","Male",17
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"AMANDA GARZA-PENA EL",108909118,"ELEMENTARY","Female",307
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"AMANDA GARZA-PENA EL",108909118,"ELEMENTARY","Male",363
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMANDA ROCHELL EL",199901103,"ELEMENTARY","Female",264
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"AMANDA ROCHELL EL",199901103,"ELEMENTARY","Male",293
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO AREA CTR FOR ADVANCED LRN",188901003,"HIGH SCHOOL","Female",10
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO AREA CTR FOR ADVANCED LRN",188901003,"HIGH SCHOOL","Male",11
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"AMARILLO COLLEGIATE ACADEMY",221801011,"ELEMENTARY / SECONDARY","Female",252
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"AMARILLO COLLEGIATE ACADEMY",221801011,"ELEMENTARY / SECONDARY","Male",229
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO H S",188901001,"HIGH SCHOOL","Female",1030
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"AMARILLO H S",188901001,"HIGH SCHOOL","Male",1086
"2017-2018",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"AMBASSADORS PREPARATORY ACADEMY",084804101,"ELEMENTARY","Female",174
"2017-2018",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"AMBASSADORS PREPARATORY ACADEMY",084804101,"ELEMENTARY","Male",134
"2017-2018",10,"DALLAS COUNTY","DESOTO ISD",057906,"AMBER TERRACE DISCOVERY & DESIGN E",057906110,"ELEMENTARY","Female",185
"2017-2018",10,"DALLAS COUNTY","DESOTO ISD",057906,"AMBER TERRACE DISCOVERY & DESIGN E",057906110,"ELEMENTARY","Male",209
"2017-2018",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"AMELIA EL",123910101,"ELEMENTARY","Female",395
