DBN,School,Cohort Year,Cohort Category,Total Cohort #,Total Grads #,Total Grads   % of cohort,Total Regents #,Total Regents    % of cohort,Total Regents   % of grads,Advanced Regents #,Advanced   Regents   % of cohort,Advanced Regents    % of grads,Regents w/o Advanced  #,Regents w/o Advanced                          % of cohort,Regents w/o Advanced        % of grads,Local  #,Local   % of cohort,Local   % of grads,Still Enrolled #,Still Enrolled    % of cohort,Dropped Out  #,Dropped Out    % of cohort
01M450,EAST SIDE COMMUNITY SCHOOL,2010,5 Year August,88,78,88.6%,74,84.1%,94.9%,0,0.0%,0.0%,74,84.1%,94.9%,4,4.5%,5.1%,4,4.5%,6,6.8%
01M450,EAST SIDE COMMUNITY SCHOOL,2011,4 Year  June,88,75,85.2%,74,84.1%,98.7%,0,0.0%,0.0%,74,84.1%,98.7%,1,1.1%,1.3%,10,11.4%,3,3.4%
01M450,EAST SIDE COMMUNITY SCHOOL,2011,4 Year August,88,76,86.4%,75,85.2%,98.7%,0,0.0%,0.0%,75,85.2%,98.7%,1,1.1%,1.3%,9,10.2%,3,3.4%
01M458,FORSYTH SATELLITE ACADEMY,2005,6 Year,9,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M458,FORSYTH SATELLITE ACADEMY,2006,5 Year  June,84,17,20.2%,14,16.7%,82.4%,0,0.0%,0.0%,14,16.7%,82.4%,3,3.6%,17.6%,15,17.9%,46,54.8%
01M458,FORSYTH SATELLITE ACADEMY,2006,5 Year August,84,20,23.8%,17,20.2%,85.0%,0,0.0%,0.0%,17,20.2%,85.0%,3,3.6%,15.0%,14,16.7%,44,52.4%
01M458,FORSYTH SATELLITE ACADEMY,2006,6 Year,84,21,25.0%,18,21.4%,85.7%,0,0.0%,0.0%,18,21.4%,85.7%,3,3.6%,14.3%,5,6.0%,50,59.5%
01M458,FORSYTH SATELLITE ACADEMY,2007,4 Year  June,106,6,5.7%,5,4.7%,83.3%,0,0.0%,0.0%,5,4.7%,83.3%,1,0.9%,16.7%,59,55.7%,37,34.9%
01M458,FORSYTH SATELLITE ACADEMY,2007,4 Year August,106,7,6.6%,6,5.7%,85.7%,0,0.0%,0.0%,6,5.7%,85.7%,1,0.9%,14.3%,59,55.7%,36,34.0%
01M458,FORSYTH SATELLITE ACADEMY,2007,5 Year  June,118,17,14.4%,14,11.9%,82.4%,0,0.0%,0.0%,14,11.9%,82.4%,3,2.5%,17.6%,28,23.7%,69,58.5%
01M458,FORSYTH SATELLITE ACADEMY,2007,5 Year August,118,20,16.9%,17,14.4%,85.0%,0,0.0%,0.0%,17,14.4%,85.0%,3,2.5%,15.0%,25,21.2%,69,58.5%
01M458,FORSYTH SATELLITE ACADEMY,2007,6 Year,120,29,24.2%,25,20.8%,86.2%,0,0.0%,0.0%,25,20.8%,86.2%,4,3.3%,13.8%,13,10.8%,73,60.8%
01M458,FORSYTH SATELLITE ACADEMY,2008,4 Year  June,102,6,5.9%,5,4.9%,83.3%,0,0.0%,0.0%,5,4.9%,83.3%,1,1.0%,16.7%,44,43.1%,47,46.1%
01M458,FORSYTH SATELLITE ACADEMY,2008,4 Year August,102,7,6.9%,6,5.9%,85.7%,0,0.0%,0.0%,6,5.9%,85.7%,1,1.0%,14.3%,44,43.1%,46,45.1%
01M458,FORSYTH SATELLITE ACADEMY,2008,5 Year  June,109,14,12.8%,13,11.9%,92.9%,0,0.0%,0.0%,13,11.9%,92.9%,1,0.9%,7.1%,24,22.0%,62,56.9%
01M458,FORSYTH SATELLITE ACADEMY,2008,5 Year August,109,15,13.8%,14,12.8%,93.3%,0,0.0%,0.0%,14,12.8%,93.3%,1,0.9%,6.7%,23,21.1%,62,56.9%
01M458,FORSYTH SATELLITE ACADEMY,2008,6 Year,110,22,20.0%,21,19.1%,95.5%,0,0.0%,0.0%,21,19.1%,95.5%,1,0.9%,4.5%,14,12.7%,65,59.1%
01M458,FORSYTH SATELLITE ACADEMY,2009,4 Year  June,115,8,7.0%,8,7.0%,100.0%,0,0.0%,0.0%,8,7.0%,100.0%,0,0.0%,0.0%,62,53.9%,40,34.8%
01M458,FORSYTH SATELLITE ACADEMY,2009,4 Year August,115,11,9.6%,11,9.6%,100.0%,0,0.0%,0.0%,11,9.6%,100.0%,0,0.0%,0.0%,59,51.3%,40,34.8%
01M458,FORSYTH SATELLITE ACADEMY,2009,5 Year  June,121,23,19.0%,23,19.0%,100.0%,0,0.0%,0.0%,23,19.0%,100.0%,0,0.0%,0.0%,41,33.9%,50,41.3%
01M458,FORSYTH SATELLITE ACADEMY,2009,5 Year August,121,28,23.1%,28,23.1%,100.0%,0,0.0%,0.0%,28,23.1%,100.0%,0,0.0%,0.0%,36,29.8%,50,41.3%
01M458,FORSYTH SATELLITE ACADEMY,2009,6 Year,118,41,34.7%,40,33.9%,97.6%,0,0.0%,0.0%,40,33.9%,97.6%,1,0.8%,2.4%,12,10.2%,60,50.8%
01M458,FORSYTH SATELLITE ACADEMY,2010,4 Year  June,95,8,8.4%,8,8.4%,100.0%,0,0.0%,0.0%,8,8.4%,100.0%,0,0.0%,0.0%,60,63.2%,24,25.3%
01M458,FORSYTH SATELLITE ACADEMY,2010,4 Year August,95,8,8.4%,8,8.4%,100.0%,0,0.0%,0.0%,8,8.4%,100.0%,0,0.0%,0.0%,60,63.2%,24,25.3%
01M458,FORSYTH SATELLITE ACADEMY,2010,5 Year  June,104,24,23.1%,23,22.1%,95.8%,0,0.0%,0.0%,23,22.1%,95.8%,1,1.0%,4.2%,32,30.8%,44,42.3%
01M458,FORSYTH SATELLITE ACADEMY,2010,5 Year August,104,28,26.9%,26,25.0%,92.9%,0,0.0%,0.0%,26,25.0%,92.9%,2,1.9%,7.1%,28,26.9%,44,42.3%
01M458,FORSYTH SATELLITE ACADEMY,2011,4 Year  June,87,13,14.9%,11,12.6%,84.6%,0,0.0%,0.0%,11,12.6%,84.6%,2,2.3%,15.4%,65,74.7%,9,10.3%
01M458,FORSYTH SATELLITE ACADEMY,2011,4 Year August,87,14,16.1%,12,13.8%,85.7%,0,0.0%,0.0%,12,13.8%,85.7%,2,2.3%,14.3%,64,73.6%,9,10.3%
01M509,MARTA VALLE HIGH SCHOOL,2001,4 Year  June,69,34,49.3%,6,8.7%,17.6%,0,0.0%,0.0%,6,8.7%,17.6%,28,40.6%,82.4%,19,27.5%,10,14.5%
01M509,MARTA VALLE HIGH SCHOOL,2001,5 Year  June,69,45,65.2%,6,8.7%,13.3%,0,0.0%,0.0%,6,8.7%,13.3%,39,56.5%,86.7%,5,7.2%,13,18.8%
01M509,MARTA VALLE HIGH SCHOOL,2001,6 Year,69,47,68.1%,6,8.7%,12.8%,0,0.0%,0.0%,6,8.7%,12.8%,41,59.4%,87.2%,1,1.4%,15,21.7%
01M509,MARTA VALLE HIGH SCHOOL,2002,4 Year  June,55,22,40.0%,11,20.0%,50.0%,4,7.3%,18.2%,7,12.7%,31.8%,11,20.0%,50.0%,18,32.7%,11,20.0%
01M509,MARTA VALLE HIGH SCHOOL,2002,5 Year  June,55,33,60.0%,12,21.8%,36.4%,4,7.3%,12.1%,8,14.5%,24.2%,21,38.2%,63.6%,2,3.6%,14,25.5%
01M509,MARTA VALLE HIGH SCHOOL,2002,6 Year,55,34,61.8%,13,23.6%,38.2%,4,7.3%,11.8%,9,16.4%,26.5%,21,38.2%,61.8%,0,0.0%,15,27.3%
01M509,MARTA VALLE HIGH SCHOOL,2003,4 Year  June,70,31,44.3%,22,31.4%,71.0%,0,0.0%,0.0%,22,31.4%,71.0%,9,12.9%,29.0%,20,28.6%,18,25.7%
01M509,MARTA VALLE HIGH SCHOOL,2003,5 Year  June,70,41,58.6%,24,34.3%,58.5%,0,0.0%,0.0%,24,34.3%,58.5%,17,24.3%,41.5%,6,8.6%,20,28.6%
01M509,MARTA VALLE HIGH SCHOOL,2003,6 Year,68,42,61.8%,24,35.3%,57.1%,0,0.0%,0.0%,24,35.3%,57.1%,18,26.5%,42.9%,1,1.5%,22,32.4%
01M509,MARTA VALLE HIGH SCHOOL,2004,4 Year  June,65,29,44.6%,13,20.0%,44.8%,3,4.6%,10.3%,10,15.4%,34.5%,16,24.6%,55.2%,27,41.5%,8,12.3%
01M509,MARTA VALLE HIGH SCHOOL,2004,5 Year  June,64,34,53.1%,14,21.9%,41.2%,3,4.7%,8.8%,11,17.2%,32.4%,20,31.3%,58.8%,9,14.1%,15,23.4%
01M509,MARTA VALLE HIGH SCHOOL,2004,6 Year,65,38,58.5%,16,24.6%,42.1%,3,4.6%,7.9%,13,20.0%,34.2%,22,33.8%,57.9%,4,6.2%,17,26.2%
01M509,MARTA VALLE HIGH SCHOOL,2005,4 Year  June,88,49,55.7%,38,43.2%,77.6%,18,20.5%,36.7%,20,22.7%,40.8%,11,12.5%,22.4%,20,22.7%,14,15.9%
01M509,MARTA VALLE HIGH SCHOOL,2005,4 Year August,88,57,64.8%,41,46.6%,71.9%,18,20.5%,31.6%,23,26.1%,40.4%,16,18.2%,28.1%,12,13.6%,14,15.9%
01M509,MARTA VALLE HIGH SCHOOL,2005,5 Year  June,90,64,71.1%,44,48.9%,68.8%,18,20.0%,28.1%,26,28.9%,40.6%,20,22.2%,31.3%,5,5.6%,15,16.7%
01M509,MARTA VALLE HIGH SCHOOL,2005,6 Year,90,66,73.3%,45,50.0%,68.2%,18,20.0%,27.3%,27,30.0%,40.9%,21,23.3%,31.8%,1,1.1%,16,17.8%
01M509,MARTA VALLE HIGH SCHOOL,2006,4 Year  June,84,47,56.0%,40,47.6%,85.1%,17,20.2%,36.2%,23,27.4%,48.9%,7,8.3%,14.9%,25,29.8%,5,6.0%
01M509,MARTA VALLE HIGH SCHOOL,2006,4 Year August,84,50,59.5%,41,48.8%,82.0%,18,21.4%,36.0%,23,27.4%,46.0%,9,10.7%,18.0%,22,26.2%,5,6.0%
01M509,MARTA VALLE HIGH SCHOOL,2006,5 Year  June,86,57,66.3%,43,50.0%,75.4%,18,20.9%,31.6%,25,29.1%,43.9%,14,16.3%,24.6%,4,4.7%,15,17.4%
01M509,MARTA VALLE HIGH SCHOOL,2006,5 Year August,86,59,68.6%,45,52.3%,76.3%,18,20.9%,30.5%,27,31.4%,45.8%,14,16.3%,23.7%,2,2.3%,15,17.4%
01M509,MARTA VALLE HIGH SCHOOL,2006,6 Year,86,59,68.6%,45,52.3%,76.3%,18,20.9%,30.5%,27,31.4%,45.8%,14,16.3%,23.7%,0,0.0%,20,23.3%
01M509,MARTA VALLE HIGH SCHOOL,2007,4 Year  June,95,47,49.5%,34,35.8%,72.3%,8,8.4%,17.0%,26,27.4%,55.3%,13,13.7%,27.7%,28,29.5%,15,15.8%
01M509,MARTA VALLE HIGH SCHOOL,2007,4 Year August,95,53,55.8%,37,38.9%,69.8%,8,8.4%,15.1%,29,30.5%,54.7%,16,16.8%,30.2%,22,23.2%,15,15.8%
01M509,MARTA VALLE HIGH SCHOOL,2007,5 Year  June,86,57,66.3%,39,45.3%,68.4%,8,9.3%,14.0%,31,36.0%,54.4%,18,20.9%,31.6%,3,3.5%,21,24.4%
01M509,MARTA VALLE HIGH SCHOOL,2007,5 Year August,86,57,66.3%,39,45.3%,68.4%,8,9.3%,14.0%,31,36.0%,54.4%,18,20.9%,31.6%,3,3.5%,21,24.4%
01M509,MARTA VALLE HIGH SCHOOL,2007,6 Year,86,57,66.3%,39,45.3%,68.4%,8,9.3%,14.0%,31,36.0%,54.4%,18,20.9%,31.6%,1,1.2%,23,26.7%
01M509,MARTA VALLE HIGH SCHOOL,2008,4 Year  June,82,44,53.7%,41,50.0%,93.2%,16,19.5%,36.4%,25,30.5%,56.8%,3,3.7%,6.8%,17,20.7%,14,17.1%
01M509,MARTA VALLE HIGH SCHOOL,2008,4 Year August,82,49,59.8%,45,54.9%,91.8%,16,19.5%,32.7%,29,35.4%,59.2%,4,4.9%,8.2%,12,14.6%,14,17.1%
01M509,MARTA VALLE HIGH SCHOOL,2008,5 Year  June,80,49,61.3%,45,56.3%,91.8%,16,20.0%,32.7%,29,36.3%,59.2%,4,5.0%,8.2%,7,8.8%,20,25.0%
01M509,MARTA VALLE HIGH SCHOOL,2008,5 Year August,80,49,61.3%,45,56.3%,91.8%,16,20.0%,32.7%,29,36.3%,59.2%,4,5.0%,8.2%,7,8.8%,20,25.0%
01M509,MARTA VALLE HIGH SCHOOL,2008,6 Year,80,53,66.3%,47,58.8%,88.7%,16,20.0%,30.2%,31,38.8%,58.5%,6,7.5%,11.3%,3,3.8%,20,25.0%
01M509,MARTA VALLE HIGH SCHOOL,2009,4 Year  June,72,25,34.7%,21,29.2%,84.0%,4,5.6%,16.0%,17,23.6%,68.0%,4,5.6%,16.0%,35,48.6%,10,13.9%
01M509,MARTA VALLE HIGH SCHOOL,2009,4 Year August,72,26,36.1%,22,30.6%,84.6%,4,5.6%,15.4%,18,25.0%,69.2%,4,5.6%,15.4%,34,47.2%,10,13.9%
01M509,MARTA VALLE HIGH SCHOOL,2009,5 Year  June,67,32,47.8%,28,41.8%,87.5%,4,6.0%,12.5%,24,35.8%,75.0%,4,6.0%,12.5%,14,20.9%,18,26.9%
01M509,MARTA VALLE HIGH SCHOOL,2009,5 Year August,67,35,52.2%,31,46.3%,88.6%,4,6.0%,11.4%,27,40.3%,77.1%,4,6.0%,11.4%,11,16.4%,18,26.9%
01M509,MARTA VALLE HIGH SCHOOL,2009,6 Year,63,36,57.1%,31,49.2%,86.1%,4,6.3%,11.1%,27,42.9%,75.0%,5,7.9%,13.9%,5,7.9%,18,28.6%
01M509,MARTA VALLE HIGH SCHOOL,2010,4 Year  June,59,26,44.1%,25,42.4%,96.2%,2,3.4%,7.7%,23,39.0%,88.5%,1,1.7%,3.8%,23,39.0%,9,15.3%
01M509,MARTA VALLE HIGH SCHOOL,2010,4 Year August,59,29,49.2%,27,45.8%,93.1%,2,3.4%,6.9%,25,42.4%,86.2%,2,3.4%,6.9%,20,33.9%,9,15.3%
01M509,MARTA VALLE HIGH SCHOOL,2010,5 Year  June,58,35,60.3%,31,53.4%,88.6%,2,3.4%,5.7%,29,50.0%,82.9%,4,6.9%,11.4%,6,10.3%,15,25.9%
01M509,MARTA VALLE HIGH SCHOOL,2010,5 Year August,58,36,62.1%,32,55.2%,88.9%,2,3.4%,5.6%,30,51.7%,83.3%,4,6.9%,11.1%,5,8.6%,15,25.9%
01M509,MARTA VALLE HIGH SCHOOL,2011,4 Year  June,102,45,44.1%,38,37.3%,84.4%,5,4.9%,11.1%,33,32.4%,73.3%,7,6.9%,15.6%,31,30.4%,18,17.6%
01M509,MARTA VALLE HIGH SCHOOL,2011,4 Year August,102,48,47.1%,41,40.2%,85.4%,5,4.9%,10.4%,36,35.3%,75.0%,7,6.9%,14.6%,28,27.5%,18,17.6%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2001,4 Year  June,166,88,53.0%,36,21.7%,40.9%,0,0.0%,0.0%,36,21.7%,40.9%,53,31.9%,60.2%,45,27.1%,30,18.1%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2001,5 Year  June,166,108,65.1%,43,25.9%,39.8%,0,0.0%,0.0%,43,25.9%,39.8%,66,39.8%,61.1%,14,8.4%,41,24.7%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2001,6 Year,166,117,70.5%,45,27.1%,38.5%,0,0.0%,0.0%,45,27.1%,38.5%,73,44.0%,62.4%,3,1.8%,43,25.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2002,4 Year  June,172,77,44.8%,53,30.8%,68.8%,0,0.0%,0.0%,53,30.8%,68.8%,24,14.0%,31.2%,67,39.0%,28,16.3%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2002,5 Year  June,172,109,63.4%,72,41.9%,66.1%,12,7.0%,11.0%,60,34.9%,55.0%,37,21.5%,33.9%,24,14.0%,39,22.7%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2002,6 Year,172,116,67.4%,75,43.6%,64.7%,13,7.6%,11.2%,62,36.0%,53.4%,41,23.8%,35.3%,11,6.4%,45,26.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2003,4 Year  June,205,86,42.0%,71,34.6%,82.6%,48,23.4%,55.8%,23,11.2%,26.7%,15,7.3%,17.4%,80,39.0%,39,19.0%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2003,5 Year  June,205,106,51.7%,80,39.0%,75.5%,55,26.8%,51.9%,25,12.2%,23.6%,26,12.7%,24.5%,51,24.9%,48,23.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2003,6 Year,207,120,58.0%,87,42.0%,72.5%,58,28.0%,48.3%,29,14.0%,24.2%,33,15.9%,27.5%,32,15.5%,54,26.1%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2004,4 Year  June,200,97,48.5%,74,37.0%,76.3%,60,30.0%,61.9%,14,7.0%,14.4%,23,11.5%,23.7%,78,39.0%,25,12.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2004,5 Year  June,204,126,61.8%,97,47.5%,77.0%,74,36.3%,58.7%,23,11.3%,18.3%,29,14.2%,23.0%,42,20.6%,34,16.7%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2004,6 Year,208,129,62.0%,99,47.6%,76.7%,75,36.1%,58.1%,24,11.5%,18.6%,30,14.4%,23.3%,37,17.8%,40,19.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2005,4 Year  June,154,70,45.5%,56,36.4%,80.0%,45,29.2%,64.3%,11,7.1%,15.7%,14,9.1%,20.0%,64,41.6%,20,13.0%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2005,4 Year August,154,77,50.0%,59,38.3%,76.6%,46,29.9%,59.7%,13,8.4%,16.9%,18,11.7%,23.4%,57,37.0%,20,13.0%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2005,5 Year  June,167,104,62.3%,85,50.9%,81.7%,62,37.1%,59.6%,23,13.8%,22.1%,19,11.4%,18.3%,22,13.2%,38,22.8%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2005,6 Year,169,118,69.8%,91,53.8%,77.1%,63,37.3%,53.4%,28,16.6%,23.7%,27,16.0%,22.9%,9,5.3%,38,22.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,4 Year  June,193,105,54.4%,91,47.2%,86.7%,69,35.8%,65.7%,22,11.4%,21.0%,14,7.3%,13.3%,53,27.5%,35,18.1%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,4 Year August,193,105,54.4%,91,47.2%,86.7%,69,35.8%,65.7%,22,11.4%,21.0%,14,7.3%,13.3%,53,27.5%,35,18.1%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,5 Year  June,209,141,67.5%,117,56.0%,83.0%,78,37.3%,55.3%,39,18.7%,27.7%,24,11.5%,17.0%,17,8.1%,51,24.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,5 Year August,209,145,69.4%,120,57.4%,82.8%,78,37.3%,53.8%,42,20.1%,29.0%,25,12.0%,17.2%,13,6.2%,51,24.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,6 Year,211,147,69.7%,120,56.9%,81.6%,78,37.0%,53.1%,42,19.9%,28.6%,27,12.8%,18.4%,5,2.4%,58,27.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,4 Year  June,129,68,52.7%,61,47.3%,89.7%,40,31.0%,58.8%,21,16.3%,30.9%,7,5.4%,10.3%,27,20.9%,33,25.6%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,4 Year August,129,74,57.4%,65,50.4%,87.8%,42,32.6%,56.8%,23,17.8%,31.1%,9,7.0%,12.2%,21,16.3%,33,25.6%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,5 Year  June,142,81,57.0%,70,49.3%,86.4%,43,30.3%,53.1%,27,19.0%,33.3%,11,7.7%,13.6%,14,9.9%,46,32.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,5 Year August,142,84,59.2%,72,50.7%,85.7%,44,31.0%,52.4%,28,19.7%,33.3%,12,8.5%,14.3%,11,7.7%,46,32.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,6 Year,146,85,58.2%,73,50.0%,85.9%,44,30.1%,51.8%,29,19.9%,34.1%,12,8.2%,14.1%,9,6.2%,52,35.6%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,4 Year  June,183,80,43.7%,79,43.2%,98.8%,56,30.6%,70.0%,23,12.6%,28.8%,1,0.5%,1.3%,52,28.4%,50,27.3%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,4 Year August,183,94,51.4%,93,50.8%,98.9%,59,32.2%,62.8%,34,18.6%,36.2%,1,0.5%,1.1%,38,20.8%,50,27.3%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,5 Year  June,194,100,51.5%,97,50.0%,97.0%,61,31.4%,61.0%,36,18.6%,36.0%,3,1.5%,3.0%,30,15.5%,60,30.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,5 Year August,194,100,51.5%,97,50.0%,97.0%,61,31.4%,61.0%,36,18.6%,36.0%,3,1.5%,3.0%,30,15.5%,60,30.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,6 Year,203,108,53.2%,104,51.2%,96.3%,61,30.0%,56.5%,43,21.2%,39.8%,4,2.0%,3.7%,26,12.8%,64,31.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,4 Year  June,223,70,31.4%,70,31.4%,100.0%,47,21.1%,67.1%,23,10.3%,32.9%,0,0.0%,0.0%,55,24.7%,97,43.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,4 Year August,223,74,33.2%,74,33.2%,100.0%,48,21.5%,64.9%,26,11.7%,35.1%,0,0.0%,0.0%,51,22.9%,97,43.5%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,5 Year  June,239,89,37.2%,89,37.2%,100.0%,50,20.9%,56.2%,39,16.3%,43.8%,0,0.0%,0.0%,44,18.4%,105,43.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,5 Year August,239,93,38.9%,93,38.9%,100.0%,51,21.3%,54.8%,42,17.6%,45.2%,0,0.0%,0.0%,40,16.7%,105,43.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,6 Year,246,110,44.7%,109,44.3%,99.1%,51,20.7%,46.4%,58,23.6%,52.7%,1,0.4%,0.9%,27,11.0%,108,43.9%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2010,4 Year  June,293,83,28.3%,81,27.6%,97.6%,56,19.1%,67.5%,25,8.5%,30.1%,2,0.7%,2.4%,100,34.1%,109,37.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2010,4 Year August,293,89,30.4%,87,29.7%,97.8%,56,19.1%,62.9%,31,10.6%,34.8%,2,0.7%,2.2%,94,32.1%,109,37.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2010,5 Year  June,317,104,32.8%,101,31.9%,97.1%,56,17.7%,53.8%,45,14.2%,43.3%,3,0.9%,2.9%,90,28.4%,121,38.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2010,5 Year August,317,107,33.8%,104,32.8%,97.2%,56,17.7%,52.3%,48,15.1%,44.9%,3,0.9%,2.8%,87,27.4%,121,38.2%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2011,4 Year  June,264,105,39.8%,103,39.0%,98.1%,57,21.6%,54.3%,46,17.4%,43.8%,2,0.8%,1.9%,83,31.4%,75,28.4%
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2011,4 Year August,264,108,40.9%,106,40.2%,98.1%,57,21.6%,52.8%,49,18.6%,45.4%,2,0.8%,1.9%,80,30.3%,75,28.4%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2001,4 Year  June,17,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2001,5 Year  June,17,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2001,6 Year,17,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2002,4 Year  June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2002,5 Year  June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2002,6 Year,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2003,4 Year  June,58,58,100.0%,57,98.3%,98.3%,49,84.5%,84.5%,8,13.8%,13.8%,1,1.7%,1.7%,0,0.0%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2003,5 Year  June,58,58,100.0%,57,98.3%,98.3%,49,84.5%,84.5%,8,13.8%,13.8%,1,1.7%,1.7%,0,0.0%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2003,6 Year,58,58,100.0%,57,98.3%,98.3%,49,84.5%,84.5%,8,13.8%,13.8%,1,1.7%,1.7%,0,0.0%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2004,4 Year  June,60,58,96.7%,58,96.7%,100.0%,54,90.0%,93.1%,4,6.7%,6.9%,0,0.0%,0.0%,0,0.0%,2,3.3%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2004,5 Year  June,60,58,96.7%,58,96.7%,100.0%,54,90.0%,93.1%,4,6.7%,6.9%,0,0.0%,0.0%,0,0.0%,1,1.7%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2004,6 Year,60,58,96.7%,58,96.7%,100.0%,54,90.0%,93.1%,4,6.7%,6.9%,0,0.0%,0.0%,0,0.0%,1,1.7%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2005,4 Year  June,49,47,95.9%,47,95.9%,100.0%,38,77.6%,80.9%,9,18.4%,19.1%,0,0.0%,0.0%,2,4.1%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2005,4 Year August,49,49,100.0%,48,98.0%,98.0%,39,79.6%,79.6%,9,18.4%,18.4%,1,2.0%,2.0%,0,0.0%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2005,5 Year  June,49,49,100.0%,48,98.0%,98.0%,39,79.6%,79.6%,9,18.4%,18.4%,1,2.0%,2.0%,0,0.0%,0,0.0%
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIG",2005,6 Year,49,49,100.0%,48,98.0%,98.0%,39,79.6%,79.6%,9,18.4%,18.4%,1,2.0%,2.0%,0,0.0%,0,0.0%
