T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2019-2020",13,"BELL COUNTY","Female","Kindergarten",20
"2019-2020",13,"BELL COUNTY","Male","Kindergarten",11
"2019-2020",13,"BELL COUNTY","Female","Grade 1",14
"2019-2020",13,"BELL COUNTY","Male","Grade 1",16
"2019-2020",13,"BELL COUNTY","Female","Grade 2",8
"2019-2020",13,"BELL COUNTY","Male","Grade 2",16
"2019-2020",13,"BELL COUNTY","Female","Grade 3",9
"2019-2020",13,"BELL COUNTY","Male","Grade 3",14
"2019-2020",13,"BELL COUNTY","Female","Grade 4",11
"2019-2020",13,"BELL COUNTY","Male","Grade 4",8
"2019-2020",13,"BELL COUNTY","Female","Grade 5",11
"2019-2020",13,"BELL COUNTY","Male","Grade 5",16
"2019-2020",13,"BELL COUNTY","Female","Grade 6",19
"2019-2020",13,"BELL COUNTY","Male","Grade 6",16
"2019-2020",13,"BELL COUNTY","Female","Grade 7",13
"2019-2020",13,"BELL COUNTY","Male","Grade 7",25
"2019-2020",13,"BELL COUNTY","Female","Grade 8",13
"2019-2020",13,"BELL COUNTY","Male","Grade 8",9
"2019-2020",13,"BELL COUNTY","Female","Grade 9",12
"2019-2020",13,"BELL COUNTY","Male","Grade 9",16
"2019-2020",13,"BELL COUNTY","Female","Grade 10",8
"2019-2020",13,"BELL COUNTY","Male","Grade 10",14
"2019-2020",13,"BELL COUNTY","Female","Grade 11",12
"2019-2020",13,"BELL COUNTY","Male","Grade 11",10
"2019-2020",13,"BELL COUNTY","Female","Grade 12",10
"2019-2020",13,"BELL COUNTY","Male","Grade 12",11
"2019-2020",20,"BELL COUNTY","Female","Grade 9",192
"2019-2020",20,"BELL COUNTY","Male","Grade 9",181
"2019-2020",20,"BELL COUNTY","Female","Grade 10",275
"2019-2020",20,"BELL COUNTY","Male","Grade 10",285
"2019-2020",20,"BELL COUNTY","Female","Grade 11",253
"2019-2020",20,"BELL COUNTY","Male","Grade 11",233
"2019-2020",20,"BELL COUNTY","Female","Grade 12",249
"2019-2020",20,"BELL COUNTY","Male","Grade 12",253
"2019-2020",20,"BEXAR COUNTY","Female","Early Education",515
"2019-2020",20,"BEXAR COUNTY","Male","Early Education",1251
"2019-2020",20,"BEXAR COUNTY","Female","Pre-kindergarten",9180
"2019-2020",20,"BEXAR COUNTY","Male","Pre-kindergarten",9295
"2019-2020",20,"BEXAR COUNTY","Female","Kindergarten",11950
"2019-2020",20,"BEXAR COUNTY","Male","Kindergarten",12624
"2019-2020",20,"BEXAR COUNTY","Female","Grade 1",12082
"2019-2020",20,"BEXAR COUNTY","Male","Grade 1",12616
"2019-2020",20,"BEXAR COUNTY","Female","Grade 2",12141
"2019-2020",20,"BEXAR COUNTY","Male","Grade 2",12786
"2019-2020",20,"BEXAR COUNTY","Female","Grade 3",12447
"2019-2020",20,"BEXAR COUNTY","Male","Grade 3",12957
"2019-2020",20,"BEXAR COUNTY","Female","Grade 4",12731
"2019-2020",20,"BEXAR COUNTY","Male","Grade 4",13484
"2019-2020",20,"BEXAR COUNTY","Female","Grade 5",13021
"2019-2020",20,"BEXAR COUNTY","Male","Grade 5",14120
"2019-2020",20,"BEXAR COUNTY","Female","Grade 6",13205
"2019-2020",20,"BEXAR COUNTY","Male","Grade 6",13906
"2019-2020",20,"BEXAR COUNTY","Female","Grade 7",13155
"2019-2020",20,"BEXAR COUNTY","Male","Grade 7",13894
"2019-2020",20,"BEXAR COUNTY","Female","Grade 8",12497
"2019-2020",20,"BEXAR COUNTY","Male","Grade 8",13309
"2019-2020",20,"BEXAR COUNTY","Female","Grade 9",14091
"2019-2020",20,"BEXAR COUNTY","Male","Grade 9",15242
"2019-2020",20,"BEXAR COUNTY","Female","Grade 10",12494
"2019-2020",20,"BEXAR COUNTY","Male","Grade 10",13161
"2019-2020",20,"BEXAR COUNTY","Female","Grade 11",11632
"2019-2020",20,"BEXAR COUNTY","Male","Grade 11",11769
"2019-2020",20,"BEXAR COUNTY","Female","Grade 12",10868
"2019-2020",20,"BEXAR COUNTY","Male","Grade 12",10931
"2019-2020",13,"BLANCO COUNTY","Female","Early Education",4
"2019-2020",13,"BLANCO COUNTY","Male","Early Education",6
"2019-2020",13,"BLANCO COUNTY","Female","Pre-kindergarten",18
"2019-2020",13,"BLANCO COUNTY","Male","Pre-kindergarten",22
"2019-2020",13,"BLANCO COUNTY","Female","Kindergarten",51
"2019-2020",13,"BLANCO COUNTY","Male","Kindergarten",44
"2019-2020",13,"BLANCO COUNTY","Female","Grade 1",49
"2019-2020",13,"BLANCO COUNTY","Male","Grade 1",56
"2019-2020",13,"BLANCO COUNTY","Female","Grade 2",47
"2019-2020",13,"BLANCO COUNTY","Male","Grade 2",50
"2019-2020",13,"BLANCO COUNTY","Female","Grade 3",63
"2019-2020",13,"BLANCO COUNTY","Male","Grade 3",45
"2019-2020",13,"BLANCO COUNTY","Female","Grade 4",50
"2019-2020",13,"BLANCO COUNTY","Male","Grade 4",67
"2019-2020",13,"BLANCO COUNTY","Female","Grade 5",59
"2019-2020",13,"BLANCO COUNTY","Male","Grade 5",66
"2019-2020",13,"BLANCO COUNTY","Female","Grade 6",62
"2019-2020",13,"BLANCO COUNTY","Male","Grade 6",72
"2019-2020",13,"BLANCO COUNTY","Female","Grade 7",80
"2019-2020",13,"BLANCO COUNTY","Male","Grade 7",63
"2019-2020",13,"BLANCO COUNTY","Female","Grade 8",67
"2019-2020",13,"BLANCO COUNTY","Male","Grade 8",77
"2019-2020",13,"BLANCO COUNTY","Female","Grade 9",72
"2019-2020",13,"BLANCO COUNTY","Male","Grade 9",81
"2019-2020",13,"BLANCO COUNTY","Female","Grade 10",68
"2019-2020",13,"BLANCO COUNTY","Male","Grade 10",79
"2019-2020",13,"BLANCO COUNTY","Female","Grade 11",58
"2019-2020",13,"BLANCO COUNTY","Male","Grade 11",66
"2019-2020",13,"BLANCO COUNTY","Female","Grade 12",62
"2019-2020",13,"BLANCO COUNTY","Male","Grade 12",74
"2019-2020",17,"BORDEN COUNTY","Female","Kindergarten",6
"2019-2020",17,"BORDEN COUNTY","Male","Kindergarten",6
"2019-2020",17,"BORDEN COUNTY","Female","Grade 1",3
"2019-2020",17,"BORDEN COUNTY","Male","Grade 1",10
"2019-2020",17,"BORDEN COUNTY","Female","Grade 2",6
"2019-2020",17,"BORDEN COUNTY","Male","Grade 2",2
"2019-2020",17,"BORDEN COUNTY","Female","Grade 3",2
"2019-2020",17,"BORDEN COUNTY","Male","Grade 3",7
"2019-2020",17,"BORDEN COUNTY","Female","Grade 4",5
"2019-2020",17,"BORDEN COUNTY","Male","Grade 4",12
"2019-2020",17,"BORDEN COUNTY","Female","Grade 5",6
"2019-2020",17,"BORDEN COUNTY","Male","Grade 5",11
"2019-2020",17,"BORDEN COUNTY","Female","Grade 6",9
"2019-2020",17,"BORDEN COUNTY","Male","Grade 6",11
"2019-2020",17,"BORDEN COUNTY","Female","Grade 7",12
"2019-2020",17,"BORDEN COUNTY","Male","Grade 7",5
"2019-2020",17,"BORDEN COUNTY","Female","Grade 8",11
"2019-2020",17,"BORDEN COUNTY","Male","Grade 8",8
"2019-2020",17,"BORDEN COUNTY","Female","Grade 9",7
"2019-2020",17,"BORDEN COUNTY","Male","Grade 9",10
"2019-2020",17,"BORDEN COUNTY","Female","Grade 10",10
"2019-2020",17,"BORDEN COUNTY","Male","Grade 10",5
"2019-2020",17,"BORDEN COUNTY","Female","Grade 11",7
"2019-2020",17,"BORDEN COUNTY","Male","Grade 11",14
"2019-2020",17,"BORDEN COUNTY","Female","Grade 12",13
"2019-2020",17,"BORDEN COUNTY","Male","Grade 12",9
"2019-2020",12,"BOSQUE COUNTY","Female","Early Education",9
"2019-2020",12,"BOSQUE COUNTY","Male","Early Education",5
"2019-2020",12,"BOSQUE COUNTY","Female","Pre-kindergarten",80
"2019-2020",12,"BOSQUE COUNTY","Male","Pre-kindergarten",72
"2019-2020",12,"BOSQUE COUNTY","Female","Kindergarten",80
"2019-2020",12,"BOSQUE COUNTY","Male","Kindergarten",105
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 1",119
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 1",87
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 2",95
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 2",107
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 3",76
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 3",107
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 4",104
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 4",98
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 5",101
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 5",114
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 6",130
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 6",122
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 7",106
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 7",130
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 8",93
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 8",112
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 9",104
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 9",116
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 10",101
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 10",99
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 11",99
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 11",95
"2019-2020",12,"BOSQUE COUNTY","Female","Grade 12",102
"2019-2020",12,"BOSQUE COUNTY","Male","Grade 12",112
"2019-2020",08,"BOWIE COUNTY","Female","Early Education",16
"2019-2020",08,"BOWIE COUNTY","Male","Early Education",50
"2019-2020",08,"BOWIE COUNTY","Female","Pre-kindergarten",626
"2019-2020",08,"BOWIE COUNTY","Male","Pre-kindergarten",593
"2019-2020",08,"BOWIE COUNTY","Female","Kindergarten",619
"2019-2020",08,"BOWIE COUNTY","Male","Kindergarten",686
"2019-2020",08,"BOWIE COUNTY","Female","Grade 1",625
"2019-2020",08,"BOWIE COUNTY","Male","Grade 1",682
"2019-2020",08,"BOWIE COUNTY","Female","Grade 2",660
"2019-2020",08,"BOWIE COUNTY","Male","Grade 2",672
"2019-2020",08,"BOWIE COUNTY","Female","Grade 3",601
"2019-2020",08,"BOWIE COUNTY","Male","Grade 3",686
"2019-2020",08,"BOWIE COUNTY","Female","Grade 4",607
"2019-2020",08,"BOWIE COUNTY","Male","Grade 4",660
"2019-2020",08,"BOWIE COUNTY","Female","Grade 5",689
"2019-2020",08,"BOWIE COUNTY","Male","Grade 5",670
"2019-2020",08,"BOWIE COUNTY","Female","Grade 6",664
"2019-2020",08,"BOWIE COUNTY","Male","Grade 6",722
"2019-2020",08,"BOWIE COUNTY","Female","Grade 7",712
"2019-2020",08,"BOWIE COUNTY","Male","Grade 7",744
"2019-2020",08,"BOWIE COUNTY","Female","Grade 8",714
"2019-2020",08,"BOWIE COUNTY","Male","Grade 8",692
"2019-2020",08,"BOWIE COUNTY","Female","Grade 9",833
"2019-2020",08,"BOWIE COUNTY","Male","Grade 9",808
"2019-2020",08,"BOWIE COUNTY","Female","Grade 10",746
"2019-2020",08,"BOWIE COUNTY","Male","Grade 10",722
"2019-2020",08,"BOWIE COUNTY","Female","Grade 11",703
"2019-2020",08,"BOWIE COUNTY","Male","Grade 11",632
"2019-2020",08,"BOWIE COUNTY","Female","Grade 12",546
"2019-2020",08,"BOWIE COUNTY","Male","Grade 12",566
"2019-2020",04,"BRAZORIA COUNTY","Female","Early Education",110
"2019-2020",04,"BRAZORIA COUNTY","Male","Early Education",309
"2019-2020",04,"BRAZORIA COUNTY","Female","Pre-kindergarten",959
"2019-2020",04,"BRAZORIA COUNTY","Male","Pre-kindergarten",894
"2019-2020",04,"BRAZORIA COUNTY","Female","Kindergarten",2479
"2019-2020",04,"BRAZORIA COUNTY","Male","Kindergarten",2662
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 1",2505
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 1",2654
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 2",2638
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 2",2661
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 3",2490
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 3",2847
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 4",2694
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 4",2881
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 5",2780
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 5",2976
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 6",2833
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 6",3023
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 7",2806
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 7",2907
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 8",2811
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 8",2882
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 9",2804
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 9",3198
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 10",2745
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 10",2768
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 11",2620
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 11",2810
"2019-2020",04,"BRAZORIA COUNTY","Female","Grade 12",2423
"2019-2020",04,"BRAZORIA COUNTY","Male","Grade 12",2573
"2019-2020",06,"BRAZOS COUNTY","Female","Early Education",65
"2019-2020",06,"BRAZOS COUNTY","Male","Early Education",162
"2019-2020",06,"BRAZOS COUNTY","Female","Pre-kindergarten",650
"2019-2020",06,"BRAZOS COUNTY","Male","Pre-kindergarten",682
"2019-2020",06,"BRAZOS COUNTY","Female","Kindergarten",1166
"2019-2020",06,"BRAZOS COUNTY","Male","Kindergarten",1246
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 1",1217
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 1",1174
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 2",1124
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 2",1210
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 3",1125
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 3",1168
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 4",1144
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 4",1197
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 5",1162
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 5",1242
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 6",1189
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 6",1250
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 7",1053
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 7",1209
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 8",1052
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 8",1110
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 9",1191
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 9",1347
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 10",1085
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 10",1103
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 11",1042
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 11",1002
"2019-2020",06,"BRAZOS COUNTY","Female","Grade 12",978
"2019-2020",06,"BRAZOS COUNTY","Male","Grade 12",917
"2019-2020",18,"BREWSTER COUNTY","Female","Early Education",2
"2019-2020",18,"BREWSTER COUNTY","Male","Early Education",6
"2019-2020",18,"BREWSTER COUNTY","Female","Pre-kindergarten",26
"2019-2020",18,"BREWSTER COUNTY","Male","Pre-kindergarten",37
"2019-2020",18,"BREWSTER COUNTY","Female","Kindergarten",38
"2019-2020",18,"BREWSTER COUNTY","Male","Kindergarten",41
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 1",38
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 1",41
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 2",36
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 2",44
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 3",39
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 3",41
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 4",43
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 4",44
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 5",46
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 5",36
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 6",40
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 6",51
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 7",43
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 7",55
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 8",59
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 8",50
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 9",47
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 9",44
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 10",45
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 10",58
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 11",34
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 11",44
"2019-2020",18,"BREWSTER COUNTY","Female","Grade 12",46
"2019-2020",18,"BREWSTER COUNTY","Male","Grade 12",37
"2019-2020",16,"BRISCOE COUNTY","Female","Pre-kindergarten",11
"2019-2020",16,"BRISCOE COUNTY","Male","Pre-kindergarten",1
"2019-2020",16,"BRISCOE COUNTY","Female","Kindergarten",5
"2019-2020",16,"BRISCOE COUNTY","Male","Kindergarten",3
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 1",8
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 1",3
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 2",6
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 2",8
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 3",8
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 3",10
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 4",7
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 4",5
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 5",4
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 5",10
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 6",7
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 6",8
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 7",6
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 7",8
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 8",11
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 8",11
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 9",5
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 9",6
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 10",4
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 10",7
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 11",3
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 11",9
"2019-2020",16,"BRISCOE COUNTY","Female","Grade 12",2
"2019-2020",16,"BRISCOE COUNTY","Male","Grade 12",8
"2019-2020",01,"BROOKS COUNTY","Female","Early Education",1
"2019-2020",01,"BROOKS COUNTY","Male","Early Education",3
"2019-2020",01,"BROOKS COUNTY","Female","Pre-kindergarten",77
"2019-2020",01,"BROOKS COUNTY","Male","Pre-kindergarten",67
"2019-2020",01,"BROOKS COUNTY","Female","Kindergarten",48
"2019-2020",01,"BROOKS COUNTY","Male","Kindergarten",49
"2019-2020",01,"BROOKS COUNTY","Female","Grade 1",44
"2019-2020",01,"BROOKS COUNTY","Male","Grade 1",47
"2019-2020",01,"BROOKS COUNTY","Female","Grade 2",64
"2019-2020",01,"BROOKS COUNTY","Male","Grade 2",57
"2019-2020",01,"BROOKS COUNTY","Female","Grade 3",45
"2019-2020",01,"BROOKS COUNTY","Male","Grade 3",60
"2019-2020",01,"BROOKS COUNTY","Female","Grade 4",51
"2019-2020",01,"BROOKS COUNTY","Male","Grade 4",46
"2019-2020",01,"BROOKS COUNTY","Female","Grade 5",47
"2019-2020",01,"BROOKS COUNTY","Male","Grade 5",54
"2019-2020",01,"BROOKS COUNTY","Female","Grade 6",61
"2019-2020",01,"BROOKS COUNTY","Male","Grade 6",66
"2019-2020",01,"BROOKS COUNTY","Female","Grade 7",50
"2019-2020",01,"BROOKS COUNTY","Male","Grade 7",66
"2019-2020",01,"BROOKS COUNTY","Female","Grade 8",59
"2019-2020",01,"BROOKS COUNTY","Male","Grade 8",52
"2019-2020",01,"BROOKS COUNTY","Female","Grade 9",55
"2019-2020",01,"BROOKS COUNTY","Male","Grade 9",53
"2019-2020",01,"BROOKS COUNTY","Female","Grade 10",49
"2019-2020",01,"BROOKS COUNTY","Male","Grade 10",59
"2019-2020",01,"BROOKS COUNTY","Female","Grade 11",45
"2019-2020",01,"BROOKS COUNTY","Male","Grade 11",47
"2019-2020",01,"BROOKS COUNTY","Female","Grade 12",43
"2019-2020",01,"BROOKS COUNTY","Male","Grade 12",41
"2019-2020",15,"BROWN COUNTY","Female","Early Education",13
"2019-2020",15,"BROWN COUNTY","Male","Early Education",16
"2019-2020",15,"BROWN COUNTY","Female","Pre-kindergarten",158
"2019-2020",15,"BROWN COUNTY","Male","Pre-kindergarten",163
"2019-2020",15,"BROWN COUNTY","Female","Kindergarten",218
"2019-2020",15,"BROWN COUNTY","Male","Kindergarten",221
"2019-2020",15,"BROWN COUNTY","Female","Grade 1",220
"2019-2020",15,"BROWN COUNTY","Male","Grade 1",237
"2019-2020",15,"BROWN COUNTY","Female","Grade 2",213
"2019-2020",15,"BROWN COUNTY","Male","Grade 2",231
"2019-2020",15,"BROWN COUNTY","Female","Grade 3",218
"2019-2020",15,"BROWN COUNTY","Male","Grade 3",217
"2019-2020",15,"BROWN COUNTY","Female","Grade 4",231
"2019-2020",15,"BROWN COUNTY","Male","Grade 4",244
"2019-2020",15,"BROWN COUNTY","Female","Grade 5",207
"2019-2020",15,"BROWN COUNTY","Male","Grade 5",258
"2019-2020",15,"BROWN COUNTY","Female","Grade 6",257
"2019-2020",15,"BROWN COUNTY","Male","Grade 6",253
"2019-2020",15,"BROWN COUNTY","Female","Grade 7",253
"2019-2020",15,"BROWN COUNTY","Male","Grade 7",247
"2019-2020",15,"BROWN COUNTY","Female","Grade 8",211
"2019-2020",15,"BROWN COUNTY","Male","Grade 8",244
"2019-2020",15,"BROWN COUNTY","Female","Grade 9",268
"2019-2020",15,"BROWN COUNTY","Male","Grade 9",300
"2019-2020",15,"BROWN COUNTY","Female","Grade 10",224
"2019-2020",15,"BROWN COUNTY","Male","Grade 10",212
"2019-2020",15,"BROWN COUNTY","Female","Grade 11",194
"2019-2020",15,"BROWN COUNTY","Male","Grade 11",241
"2019-2020",15,"BROWN COUNTY","Female","Grade 12",204
"2019-2020",15,"BROWN COUNTY","Male","Grade 12",213
"2019-2020",06,"BURLESON COUNTY","Male","Early Education",6
"2019-2020",06,"BURLESON COUNTY","Female","Pre-kindergarten",80
"2019-2020",06,"BURLESON COUNTY","Male","Pre-kindergarten",72
"2019-2020",06,"BURLESON COUNTY","Female","Kindergarten",116
"2019-2020",06,"BURLESON COUNTY","Male","Kindergarten",89
"2019-2020",06,"BURLESON COUNTY","Female","Grade 1",105
"2019-2020",06,"BURLESON COUNTY","Male","Grade 1",107
"2019-2020",06,"BURLESON COUNTY","Female","Grade 2",102
"2019-2020",06,"BURLESON COUNTY","Male","Grade 2",78
"2019-2020",06,"BURLESON COUNTY","Female","Grade 3",86
"2019-2020",06,"BURLESON COUNTY","Male","Grade 3",107
"2019-2020",06,"BURLESON COUNTY","Female","Grade 4",95
"2019-2020",06,"BURLESON COUNTY","Male","Grade 4",112
"2019-2020",06,"BURLESON COUNTY","Female","Grade 5",91
"2019-2020",06,"BURLESON COUNTY","Male","Grade 5",123
"2019-2020",06,"BURLESON COUNTY","Female","Grade 6",111
"2019-2020",06,"BURLESON COUNTY","Male","Grade 6",105
"2019-2020",06,"BURLESON COUNTY","Female","Grade 7",108
"2019-2020",06,"BURLESON COUNTY","Male","Grade 7",114
"2019-2020",06,"BURLESON COUNTY","Female","Grade 8",90
"2019-2020",06,"BURLESON COUNTY","Male","Grade 8",99
"2019-2020",06,"BURLESON COUNTY","Female","Grade 9",110
"2019-2020",06,"BURLESON COUNTY","Male","Grade 9",117
"2019-2020",06,"BURLESON COUNTY","Female","Grade 10",93
"2019-2020",06,"BURLESON COUNTY","Male","Grade 10",113
"2019-2020",06,"BURLESON COUNTY","Female","Grade 11",86
"2019-2020",06,"BURLESON COUNTY","Male","Grade 11",88
"2019-2020",06,"BURLESON COUNTY","Female","Grade 12",80
"2019-2020",06,"BURLESON COUNTY","Male","Grade 12",85
"2019-2020",13,"BURNET COUNTY","Female","Early Education",15
"2019-2020",13,"BURNET COUNTY","Male","Early Education",24
"2019-2020",13,"BURNET COUNTY","Female","Pre-kindergarten",206
"2019-2020",13,"BURNET COUNTY","Male","Pre-kindergarten",213
"2019-2020",13,"BURNET COUNTY","Female","Kindergarten",227
"2019-2020",13,"BURNET COUNTY","Male","Kindergarten",279
"2019-2020",13,"BURNET COUNTY","Female","Grade 1",227
"2019-2020",13,"BURNET COUNTY","Male","Grade 1",291
"2019-2020",13,"BURNET COUNTY","Female","Grade 2",252
"2019-2020",13,"BURNET COUNTY","Male","Grade 2",251
"2019-2020",13,"BURNET COUNTY","Female","Grade 3",243
"2019-2020",13,"BURNET COUNTY","Male","Grade 3",280
"2019-2020",13,"BURNET COUNTY","Female","Grade 4",265
"2019-2020",13,"BURNET COUNTY","Male","Grade 4",291
"2019-2020",13,"BURNET COUNTY","Female","Grade 5",262
"2019-2020",13,"BURNET COUNTY","Male","Grade 5",301
